dependent_feature,independent_feature,beta,t_statistic,p,n,q
sleep_awakeningsCount,bacteria_firmicutes_clostridia_clostridiales_veillonellaceae_veillonella,0.18784277481499648,2.1966179049800956,0.028122300180151397,3073.0,0.07707593382708161
sleep_awakeningsCount,bacteria_actinobacteria_actinobacteria_bifidobacteriales_bifidobacteriaceae_bifidobacterium,-0.11613353077154205,-2.0124414763740344,0.044253474932729256,3348.0,0.10915857150073216
sleep_awakeningsCount,bacteria_firmicutes_clostridia_clostridiales_peptostreptococcaceae_unclassified,-0.40759274832821535,-5.812982290185933,6.73753079349266e-09,3219.0,9.649882813905618e-08
sleep_awakeningsCount,bacteria_bacteroidetes_bacteroidia_bacteroidales_bacteroidaceae_bacteroides,0.6933543534228026,5.964052936112724,2.701208046147997e-09,3560.0,4.0100000709550416e-08
sleep_awakeningsCount,bacteria_firmicutes_clostridia_clostridiales_clostridiaceae_unclassified,-0.25001798083762705,-2.3552107315445525,0.01856677684815233,3526.0,0.05724756194846968
sleep_awakeningsCount,bacteria_firmicutes_clostridia_clostridiales_lachnospiraceae_blautia,-0.6678377721533899,-6.451601944673103,1.256175187568586e-10,3560.0,2.424964275132401e-09
sleep_awakeningsCount,bacteria_firmicutes_clostridia_clostridiales_veillonellaceae_dialister,-0.03771377971879984,-0.7615410788104173,0.44639904022919064,2764.0,0.6373028098448895
sleep_awakeningsCount,bacteria_firmicutes_clostridia_clostridiales_lachnospiraceae_lachnospira,0.23801844520472393,2.6979470722570325,0.007009956446795601,3544.0,0.026376446291332598
sleep_awakeningsCount,bacteria_actinobacteria_actinobacteria_actinomycetales_actinomycetaceae_actinomyces,-1.2499035444300572,-10.088925245372927,1.4209685890894442e-23,3112.0,2.1030335118523772e-21
sleep_awakeningsCount,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_unclassified,-0.10850102339568843,-1.1389793456950645,0.25479182165189973,3413.0,0.4288715330657346
sleep_awakeningsCount,bacteria_firmicutes_clostridia_clostridiales_clostridiaceae_clostridium,-0.6422875466684183,-9.001457775945623,3.572439109578145e-19,3511.0,1.5861629646526965e-17
sleep_awakeningsCount,bacteria_firmicutes_clostridia_clostridiales_lachnospiraceae_dorea,0.1412913290604079,1.1317069920333123,0.257834037674194,3557.0,0.43036959671933134
sleep_awakeningsCount,bacteria_bacteroidetes_bacteroidia_bacteroidales_rikenellaceae_unclassified,0.2743089026776164,3.2859924185237097,0.0010262455237923349,3509.0,0.004746385547539549
sleep_awakeningsCount,bacteria_firmicutes_clostridia_clostridiales_lachnospiraceae_roseburia,0.5991390834077215,6.273654401560302,3.952574620977845e-10,3547.0,7.019772526856653e-09
sleep_awakeningsCount,bacteria_proteobacteria_gammaproteobacteria_pasteurellales_pasteurellaceae_haemophilus,-0.0543726515357657,-0.6185240390204009,0.5362824421894086,2689.0,0.704465693290229
sleep_awakeningsCount,bacteria_firmicutes_bacilli_lactobacillales_streptococcaceae_lactococcus,-0.22145224150196785,-2.26836495984301,0.02338576245742668,2700.0,0.06742388656556783
sleep_awakeningsCount,bacteria_firmicutes_clostridia_clostridiales_lachnospiraceae_ruminococcus,-0.7405991090881694,-7.37596821036023,2.0200318605497797e-13,3560.0,5.605588413025639e-12
sleep_awakeningsCount,bacteria_proteobacteria_betaproteobacteria_burkholderiales_alcaligenaceae_sutterella,0.06686543887376217,0.9607850204339556,0.33672845183136313,3412.0,0.5246746388801514
sleep_awakeningsCount,bacteria_firmicutes_clostridia_clostridiales_mogibacteriaceae_unclassified,0.11082407470835638,0.8914726336943178,0.37273785242635993,3454.0,0.559222970164294
sleep_awakeningsCount,bacteria_bacteroidetes_bacteroidia_bacteroidales_barnesiellaceae_unclassified,-0.021864164198541203,-0.37702708146574954,0.7061819996622722,2810.0,0.8347109331688922
sleep_awakeningsCount,bacteria_firmicutes_erysipelotrichi_erysipelotrichales_erysipelotrichaceae_eubacterium,0.008130036990330443,0.13021764545363831,0.896401951280068,3399.0,0.9521590104505986
sleep_awakeningsCount,bacteria_firmicutes_clostridia_clostridiales_lachnospiraceae_anaerostipes,-0.15721668291916072,-1.6512732538639976,0.09877779569284952,3310.0,0.20884448232202468
sleep_awakeningsCount,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_eggerthella,0.18208391882532715,2.097378944073265,0.03604392311531794,2991.0,0.0904152647638484
sleep_awakeningsCount,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_collinsella,0.0854235844937587,1.1697877835545738,0.24217404765914127,3185.0,0.41197424199486105
